"","name","year","F","M","greatermale"
"24164","Delica",1972,16,0,FALSE
"24165","Delice",1962,15,0,FALSE
"24166","Delicia",2016,2505,0,FALSE
"24167","Delie",1915,10,0,FALSE
"24168","Delight",2015,1006,0,FALSE
"24169","Delijah",2007,42,0,FALSE
"24170","Delijah",2010,0,29,TRUE
"24171","Delila",2016,3138,0,FALSE
"24172","Delilah",2016,34019,0,FALSE
"24173","Delilahrose",2015,10,0,FALSE
"24174","Delilha",2010,6,0,FALSE
"24175","Delilia",1983,22,0,FALSE
"24176","Deliliah",2016,157,0,FALSE
"24177","Delima",1947,31,0,FALSE
"24178","Delimar",2013,23,0,FALSE
"24179","Delina",2016,1573,0,FALSE
"24180","Delinah",1978,43,0,FALSE
"24181","Delinda",2012,2210,0,FALSE
"24182","Delinia",1969,7,0,FALSE
"24183","Delino",1992,0,7,TRUE
"24184","Delio",2010,0,98,TRUE
"24185","Delisa",2016,3230,0,FALSE
"24186","Delise",1993,318,0,FALSE
"24187","Delisha",2015,967,0,FALSE
"24188","Delishia",1995,43,0,FALSE
"24189","Delisia",2006,115,0,FALSE
"24190","Delissa",2013,401,0,FALSE
"24191","Delissia",1990,5,0,FALSE
"24192","Delita",1979,127,0,FALSE
"24193","Delite",1960,10,0,FALSE
"24194","Delitha",1966,60,0,FALSE
"24195","Deliyah",2016,200,0,FALSE
"24196","Deliylah",2013,19,0,FALSE
"24197","Deliza",2015,30,0,FALSE
"24198","Deljuan",1999,0,28,TRUE
"24199","Dell",1984,2544,0,FALSE
"24200","Dell",2015,0,3965,TRUE
"24201","Della",1941,0,139,TRUE
"24202","Della",2016,67250,0,FALSE
"24203","Dellah",2016,27,0,FALSE
"24204","Dellamae",1936,67,0,FALSE
"24205","Dellan",2009,0,5,TRUE
"24206","Dellana",2015,10,0,FALSE
"24207","Dellaney",2011,16,0,FALSE
"24208","Dellanie",2010,5,0,FALSE
"24209","Dellanira",1996,71,0,FALSE
"24210","Dellar",1960,576,0,FALSE
"24211","Dellareese",1961,11,0,FALSE
"24212","Dellas",1948,0,95,TRUE
"24213","Delle",1958,86,0,FALSE
"24214","Dellen",2005,0,7,TRUE
"24215","Dellena",1978,21,0,FALSE
"24216","Dellene",1967,92,0,FALSE
"24217","Deller",1922,23,0,FALSE
"24218","Dellia",1973,339,0,FALSE
"24219","Dellie",1944,0,11,TRUE
"24220","Dellie",1963,634,0,FALSE
"24221","Dellis",1950,0,75,TRUE
"24222","Dellon",2000,0,34,TRUE
"24223","Dellora",1924,54,0,FALSE
"24224","Delloyd",1957,0,16,TRUE
"24225","Delma",1982,0,1447,TRUE
"24226","Delma",2015,8442,0,FALSE
"24227","Delman",1969,0,229,TRUE
"24228","Delmar",1957,134,0,FALSE
"24229","Delmar",2016,0,14055,TRUE
"24230","Delmarco",1999,0,10,TRUE
"24231","Delmarie",1970,54,0,FALSE
"24232","Delmario",1989,0,11,TRUE
"24233","Delmas",2003,0,2257,TRUE
"24234","Delmer",1936,16,0,FALSE
"24235","Delmer",2016,0,7616,TRUE
"24236","Delmi",2015,221,0,FALSE
"24237","Delmira",1991,59,0,FALSE
"24238","Delmis",1943,0,10,TRUE
"24239","Delmis",1994,7,0,FALSE
"24240","Delmo",1939,0,105,TRUE
"24241","Delmon",1997,0,437,TRUE
"24242","Delmond",1978,0,11,TRUE
"24243","Delmonica",1974,12,0,FALSE
"24244","Delmont",1979,0,539,TRUE
"24245","Delmonta",1998,0,5,TRUE
"24246","Delmonte",2000,0,59,TRUE
"24247","Delmor",1927,0,5,TRUE
"24248","Delmore",1955,0,243,TRUE
"24249","Delmos",1948,0,66,TRUE
"24250","Delmus",1981,0,599,TRUE
"24251","Delmy",2016,541,0,FALSE
"24252","Delna",1945,44,0,FALSE
"24253","Delno",1956,0,294,TRUE
"24254","Deloice",1953,5,0,FALSE
"24255","Delois",1945,0,122,TRUE
"24256","Delois",1999,8500,0,FALSE
"24257","Deloise",1979,1887,0,FALSE
"24258","Deloma",1958,66,0,FALSE
"24259","Delon",1999,38,0,FALSE
"24260","Delon",2016,0,1268,TRUE
"24261","Delona",1933,0,5,TRUE
"24262","Delona",1998,267,0,FALSE
"24263","Delonda",1991,296,0,FALSE
"24264","Delondo",1973,0,5,TRUE
"24265","Delone",1970,41,0,FALSE
"24266","Delone",2006,0,46,TRUE
"24267","Deloni",2014,0,5,TRUE
"24268","Delonia",1961,5,0,FALSE
"24269","Delonna",1985,56,0,FALSE
"24270","Delonta",2012,0,350,TRUE
"24271","Delontae",2014,0,156,TRUE
"24272","Delontay",2016,0,36,TRUE
"24273","Delonte",2016,0,1431,TRUE
"24274","Delonzo",1992,0,16,TRUE
"24275","Delor",1926,0,10,TRUE
"24276","Delora",2012,2806,0,FALSE
"24277","Deloras",1965,908,0,FALSE
"24278","Delorce",1928,5,0,FALSE
"24279","Delore",1928,0,31,TRUE
"24280","Delore",1962,10,0,FALSE
"24281","Delorean",1990,46,0,FALSE
"24282","Delorean",2016,0,254,TRUE
"24283","Deloren",1985,0,12,TRUE
"24284","Delorenzo",1996,0,7,TRUE
"24285","Delores",1964,0,430,TRUE
"24286","Delores",2016,117643,0,FALSE
"24287","Delorese",1958,134,0,FALSE
"24288","Deloria",1985,425,0,FALSE
"24289","Delorian",1990,10,0,FALSE
"24290","Delorian",2012,0,36,TRUE
"24291","Delorice",1958,97,0,FALSE
"24292","Delories",1971,1251,0,FALSE
"24293","Deloris",1957,0,93,TRUE
"24294","Deloris",2016,34671,0,FALSE
"24295","Delorise",1979,1311,0,FALSE
"24296","Deloros",1944,79,0,FALSE
"24297","Delors",1935,12,0,FALSE
"24298","Delorse",1984,1142,0,FALSE
"24299","Delorus",1944,75,0,FALSE
"24300","Delos",1990,0,1313,TRUE
"24301","Deloss",1953,0,237,TRUE
"24302","Delouise",1941,15,0,FALSE
"24303","Delouris",1929,5,0,FALSE
"24304","Deloy",1975,0,398,TRUE
"24305","Deloyce",1952,104,0,FALSE
"24306","Deloyd",1954,0,130,TRUE
"24307","Delpha",1979,2025,0,FALSE
"24308","Delphene",1963,42,0,FALSE
"24309","Delphenia",1954,11,0,FALSE
"24310","Delphia",2016,4230,0,FALSE
"24311","Delphie",1938,37,0,FALSE
"24312","Delphin",1935,0,116,TRUE
"24313","Delphina",2016,840,0,FALSE
"24314","Delphine",1933,0,33,TRUE
"24315","Delphine",2016,10050,0,FALSE
"24316","Delphinia",1966,23,0,FALSE
"24317","Delphis",1924,0,60,TRUE
"24318","Delphus",1940,0,17,TRUE
"24319","Delquan",2004,0,107,TRUE
"24320","Delrae",1997,136,0,FALSE
"24321","Delray",2011,0,473,TRUE
"24322","Delrick",1991,0,64,TRUE
"24323","Delrico",2006,0,253,TRUE
"24324","Delrita",1972,17,0,FALSE
"24325","Delron",2009,0,70,TRUE
"24326","Delrose",1954,138,0,FALSE
"24327","Delroy",2016,0,1386,TRUE
"24328","Delsa",2015,198,0,FALSE
"24329","Delsean",1996,0,5,TRUE
"24330","Delsen",2002,0,5,TRUE
"24331","Delsey",1993,32,0,FALSE
"24332","Delsha",1979,5,0,FALSE
"24333","Delshaun",2012,0,46,TRUE
"24334","Delshawn",2016,0,313,TRUE
"24335","Delshon",2012,0,58,TRUE
"24336","Delsia",1968,41,0,FALSE
"24337","Delsie",2016,1411,0,FALSE
"24338","Delsin",2016,0,172,TRUE
"24339","Delson",2016,0,65,TRUE
"24340","Delsy",2013,97,0,FALSE
"24341","Delta",2009,0,84,TRUE
"24342","Delta",2016,3508,0,FALSE
"24343","Deltha",1943,136,0,FALSE
"24344","Deltina",1956,6,0,FALSE
"24345","Delton",2016,0,4583,TRUE
"24346","Deltrick",1977,0,5,TRUE
"24347","Deluca",2016,0,5,TRUE
"24348","Deluvina",1941,17,0,FALSE
"24349","Delva",1977,265,0,FALSE
"24350","Delvan",1949,0,17,TRUE
"24351","Delvante",1997,0,29,TRUE
"24352","Delvaughn",1993,0,6,TRUE
"24353","Delvecchio",1997,0,81,TRUE
"24354","Delver",1926,0,6,TRUE
"24355","Delvia",1972,25,0,FALSE
"24356","Delvin",1981,22,0,FALSE
"24357","Delvin",2016,0,5045,TRUE
"24358","Delvina",1998,170,0,FALSE
"24359","Delvion",2000,0,6,TRUE
"24360","Delvis",2015,0,97,TRUE
"24361","Delvon",2016,0,1078,TRUE
"24362","Delvonta",1999,0,38,TRUE
"24363","Delvontae",1994,0,11,TRUE
"24364","Delvonte",2013,0,168,TRUE
"24365","Delwayne",1961,0,5,TRUE
"24366","Delwin",2016,0,1805,TRUE
"24367","Delwood",1951,0,25,TRUE
"24368","Delwyn",2014,0,913,TRUE
"24369","Dely",1986,5,0,FALSE
"24370","Delya",1998,5,0,FALSE
"24371","Delycia",2009,6,0,FALSE
"24372","Delyla",2016,467,0,FALSE
"24373","Delylah",2016,902,0,FALSE
"24374","Delyle",1956,0,71,TRUE
"24375","Delyn",1987,57,0,FALSE
"24376","Delyn",2006,0,11,TRUE
"24377","Delynda",1974,78,0,FALSE
"24378","Delynn",1997,0,99,TRUE
"24379","Delynn",2011,719,0,FALSE
"24380","Delynne",1969,35,0,FALSE
"24381","Delysa",1988,5,0,FALSE
"24382","Delyssa",2006,17,0,FALSE
"24383","Delyza",2014,6,0,FALSE
"24384","Delzora",1948,53,0,FALSE
"24385","Dema",2016,791,0,FALSE
"24386","Demacio",2014,0,17,TRUE
"24387","Demaine",1977,0,6,TRUE
"24388","Demaj",2011,0,26,TRUE
"24389","Demajae",2010,0,6,TRUE
"24390","Demaje",2009,0,16,TRUE
"24391","Demandre",1998,0,5,TRUE
"24392","Demani",2016,107,367,TRUE
"24393","Demante",1999,0,24,TRUE
"24394","Demanuel",1990,0,5,TRUE
"24395","Demar",2016,0,1124,TRUE
"24396","Demara",2014,128,0,FALSE
"24397","Demarcio",1998,0,11,TRUE
"24398","Demarco",2016,0,5174,TRUE
"24399","Demarcos",2013,0,58,TRUE
"24400","Demarcus",1989,29,0,FALSE
"24401","Demarcus",2016,0,12608,TRUE
"24402","Demare",2014,0,19,TRUE
"24403","Demarea",2015,0,219,TRUE
"24404","Demarean",2006,0,5,TRUE
"24405","Demaree",2004,11,0,FALSE
"24406","Demaree",2013,0,56,TRUE
"24407","Demareo",2014,0,39,TRUE
"24408","Demareon",2013,0,80,TRUE
"24409","Demari",2016,202,1618,TRUE
"24410","Demaria",2007,0,59,TRUE
"24411","Demaria",2016,316,0,FALSE
"24412","Demariae",2008,0,32,TRUE
"24413","Demariah",2012,23,0,FALSE
"24414","Demarian",2016,0,205,TRUE
"24415","Demariana",2012,5,0,FALSE
"24416","Demarie",2013,104,0,FALSE
"24417","Demarie",2016,0,64,TRUE
"24418","Demariea",1993,0,5,TRUE
"24419","Demarien",2013,0,47,TRUE
"24420","Demario",1988,17,0,FALSE
"24421","Demario",2016,0,5902,TRUE
"24422","Demarion",2016,0,2999,TRUE
"24423","Demariona",2010,5,0,FALSE
"24424","Demarionna",2008,7,0,FALSE
"24425","Demarious",2016,0,360,TRUE
"24426","Demaris",2011,0,278,TRUE
"24427","Demaris",2013,1009,0,FALSE
"24428","Demarius",2016,0,1808,TRUE
"24429","Demariya",2015,17,0,FALSE
"24430","Demariyah",2012,22,0,FALSE
"24431","Demariyon",2011,0,17,TRUE
"24432","Demark",1993,0,29,TRUE
"24433","Demarkas",1998,0,6,TRUE
"24434","Demarkio",1990,0,5,TRUE
"24435","Demarkis",2016,0,117,TRUE
"24436","Demarko",2016,0,652,TRUE
"24437","Demarkus",2016,0,1140,TRUE
"24438","Demarlo",2011,0,210,TRUE
"24439","Demaro",1993,0,5,TRUE
"24440","Demarque",1993,0,5,TRUE
"24441","Demarques",2012,0,254,TRUE
"24442","Demarquez",2012,0,138,TRUE
"24443","Demarquis",2014,0,430,TRUE
"24444","Demarquise",1998,0,33,TRUE
"24445","Demarqus",2015,0,63,TRUE
"24446","Demarr",2011,0,105,TRUE
"24447","Demarre",2016,0,28,TRUE
"24448","Demarrea",1997,0,11,TRUE
"24449","Demarreon",2003,0,5,TRUE
"24450","Demarri",2016,0,55,TRUE
"24451","Demarrie",2003,0,8,TRUE
"24452","Demarrio",2015,0,191,TRUE
"24453","Demarrion",2016,0,181,TRUE
"24454","Demarrius",2010,0,64,TRUE
"24455","Demartez",1998,0,5,TRUE
"24456","Demarus",2008,0,65,TRUE
"24457","Demaryius",2016,0,68,TRUE
"24458","Demas",2000,0,5,TRUE
"24459","Demaurea",1994,0,5,TRUE
"24460","Demauri",2016,0,224,TRUE
"24461","Demauria",1995,0,9,TRUE
"24462","Demauria",2014,11,0,FALSE
"24463","Demaurie",2008,0,6,TRUE
"24464","Demaurio",1991,0,5,TRUE
"24465","Demaurion",2013,0,79,TRUE
"24466","Demaury",2013,0,26,TRUE
"24467","Demaya",2016,227,0,FALSE
"24468","Demba",2016,0,54,TRUE
"24469","Demea",1971,0,12,TRUE
"24470","Demea",2006,5,0,FALSE
"24471","Demeatra",1976,5,0,FALSE
"24472","Demeatrice",1977,41,0,FALSE
"24473","Demeatrice",1989,0,18,TRUE
"24474","Demeatrius",2000,0,5,TRUE
"24475","Demeca",1980,11,0,FALSE
"24476","Demecia",2008,84,0,FALSE
"24477","Demecio",1996,0,26,TRUE
"24478","Demeco",2002,0,65,TRUE
"24479","Demedrick",1980,0,5,TRUE
"24480","Demeir",2012,0,12,TRUE
"24481","Demeisha",2000,68,0,FALSE
"24482","Demeka",1999,273,0,FALSE
"24483","Demekia",1983,31,0,FALSE
"24484","Demeko",1995,0,32,TRUE
"24485","Demel",1994,0,16,TRUE
"24486","Demelza",1979,12,0,FALSE
"24487","Dementrius",1987,0,21,TRUE
"24488","Demere",2016,0,86,TRUE
"24489","Demeree",1999,5,0,FALSE
"24490","Demeri",1998,6,0,FALSE
"24491","Demeria",2015,49,0,FALSE
"24492","Demerick",1998,0,21,TRUE
"24493","Demerion",2009,0,10,TRUE
"24494","Demeris",1999,0,5,TRUE
"24495","Demerius",2016,0,140,TRUE
"24496","Demerrick",1974,0,5,TRUE
"24497","Demery",1977,0,5,TRUE
"24498","Demery",2013,20,0,FALSE
"24499","Demesha",2009,337,0,FALSE
"24500","Demeshia",1996,96,0,FALSE
"24501","Demeta",1973,27,0,FALSE
"24502","Demeter",1920,0,5,TRUE
"24503","Demeteria",1974,12,0,FALSE
"24504","Demeterius",2000,0,23,TRUE
"24505","Demethra",1976,12,0,FALSE
"24506","Demetia",1974,5,0,FALSE
"24507","Demetirus",1987,0,6,TRUE
"24508","Demetra",1976,0,12,TRUE
"24509","Demetra",2016,4109,0,FALSE
"24510","Demetras",1964,5,0,FALSE
"24511","Demetre",1974,12,0,FALSE
"24512","Demetre",2016,0,622,TRUE
"24513","Demetree",2004,0,26,TRUE
"24514","Demetres",1975,6,0,FALSE
"24515","Demetres",1998,0,97,TRUE
"24516","Demetress",1977,0,12,TRUE
"24517","Demetress",1980,122,0,FALSE
"24518","Demetreus",2012,0,238,TRUE
"24519","Demetrey",1994,0,7,TRUE
"24520","Demetri",1996,158,0,FALSE
"24521","Demetri",2016,0,3492,TRUE
"24522","Demetria",1995,0,141,TRUE
"24523","Demetria",2016,10686,0,FALSE
"24524","Demetrial",1975,5,0,FALSE
"24525","Demetrian",2004,0,10,TRUE
"24526","Demetriana",2011,51,0,FALSE
"24527","Demetrianna",2003,5,0,FALSE
"24528","Demetrias",1980,49,0,FALSE
"24529","Demetrias",1995,0,127,TRUE
"24530","Demetric",1990,411,0,FALSE
"24531","Demetric",2016,0,2032,TRUE
"24532","Demetrica",1997,227,0,FALSE
"24533","Demetrice",2001,1754,0,FALSE
"24534","Demetrice",2016,0,1611,TRUE
"24535","Demetrices",1982,0,5,TRUE
"24536","Demetricia",1971,5,0,FALSE
"24537","Demetrick",2016,0,700,TRUE
"24538","Demetrics",1993,0,23,TRUE
"24539","Demetricus",1992,0,31,TRUE
"24540","Demetrie",1981,17,0,FALSE
"24541","Demetrie",2014,0,297,TRUE
"24542","Demetries",2001,0,61,TRUE
"24543","Demetrik",1995,0,27,TRUE
"24544","Demetrio",2016,0,2874,TRUE
"24545","Demetrion",2014,0,92,TRUE
"24546","Demetriona",2000,11,0,FALSE
"24547","Demetrios",2016,0,2609,TRUE
"24548","Demetrious",1989,58,0,FALSE
"24549","Demetrious",2016,0,1650,TRUE
"24550","Demetris",1999,892,0,FALSE
"24551","Demetris",2016,0,2505,TRUE
"24552","Demetrise",1975,0,6,TRUE
"24553","Demetrise",1978,25,0,FALSE
"24554","Demetrish",1975,5,0,FALSE
"24555","Demetriss",1978,27,0,FALSE
"24556","Demetriu",1989,0,9,TRUE
"24557","Demetrius",2004,1728,0,FALSE
"24558","Demetrius",2016,0,33668,TRUE
"24559","Demetrous",1993,0,35,TRUE
"24560","Demetruis",1975,5,0,FALSE
"24561","Demetruis",2016,0,808,TRUE
"24562","Demetrus",1977,22,0,FALSE
"24563","Demetrus",2014,0,633,TRUE
"24564","Demetry",2011,0,95,TRUE
"24565","Demeturis",1977,0,12,TRUE
"24566","Demi",2016,7812,0,FALSE
"24567","Demia",2016,578,0,FALSE
"24568","Demiah",2016,213,0,FALSE
"24569","Demian",1973,14,0,FALSE
"24570","Demian",2016,0,1640,TRUE
"24571","Demiana",2016,113,0,FALSE
"24572","Demica",1990,75,0,FALSE
"24573","Demicah",2004,0,5,TRUE
"24574","Demichael",2016,0,372,TRUE
"24575","Demicheal",1995,0,16,TRUE
"24576","Demico",1996,0,75,TRUE
"24577","Demid",2013,0,5,TRUE
"24578","Demie",2011,46,0,FALSE
"24579","Demien",2004,0,11,TRUE
"24580","Demier",2014,0,5,TRUE
"24581","Demii",2013,23,0,FALSE
"24582","Demika",2001,239,0,FALSE
"24583","Demiko",1998,0,16,TRUE
"24584","Demilade",2015,0,34,TRUE
"24585","Demilade",2016,18,0,FALSE
"24586","Demille",1988,0,10,TRUE
"24587","Deming",1943,0,5,TRUE
"24588","Demingo",1977,0,6,TRUE
"24589","Demion",1994,0,10,TRUE
"24590","Demir",2016,0,494,TRUE
"24591","Demira",2016,57,0,FALSE
"24592","Demiracle",2008,5,0,FALSE
"24593","Demire",2010,0,7,TRUE
"24594","Demis",2003,0,10,TRUE
"24595","Demisha",2001,237,0,FALSE
"24596","Demita",1990,275,0,FALSE
"24597","Demitra",2016,596,0,FALSE
"24598","Demitre",2006,0,51,TRUE
"24599","Demitri",1997,23,0,FALSE
"24600","Demitri",2016,0,1800,TRUE
"24601","Demitria",2016,575,0,FALSE
"24602","Demitric",1992,0,6,TRUE
"24603","Demitrice",1973,6,0,FALSE
"24604","Demitrice",1981,0,5,TRUE
"24605","Demitrie",2012,0,16,TRUE
"24606","Demitrio",2014,0,5,TRUE
"24607","Demitrios",2008,0,114,TRUE
"24608","Demitrious",2013,0,84,TRUE
"24609","Demitris",2014,0,142,TRUE
"24610","Demitrius",1982,11,0,FALSE
"24611","Demitrius",2016,0,1834,TRUE
"24612","Demitrus",2012,0,134,TRUE
"24613","Demitry",2012,0,47,TRUE
"24614","Demiya",2016,268,0,FALSE
"24615","Demiyah",2016,355,0,FALSE
"24616","Demmi",2016,47,0,FALSE
"24617","Demmie",1960,5,0,FALSE
"24618","Demon",2014,0,821,TRUE
"24619","Demona",1999,15,0,FALSE
"24620","Demond",1983,25,0,FALSE
"24621","Demond",2016,0,5618,TRUE
"24622","Demonde",1973,0,5,TRUE
"24623","Demondre",2016,0,314,TRUE
"24624","Demone",2015,0,482,TRUE
"24625","Demonei",2014,0,5,TRUE
"24626","Demoni",2016,76,212,TRUE
"24627","Demonica",2004,339,0,FALSE
"24628","Demonie",2013,6,0,FALSE
"24629","Demonie",2016,0,61,TRUE
"24630","Demont",2014,0,522,TRUE
"24631","Demonta",2016,0,708,TRUE
"24632","Demontae",2016,0,620,TRUE
"24633","Demontavious",2005,0,10,TRUE
"24634","Demontay",2014,0,202,TRUE
"24635","Demonte",2016,0,2275,TRUE
"24636","Demontez",2012,0,184,TRUE
"24637","Demontra",2005,0,58,TRUE
"24638","Demontrae",2012,0,69,TRUE
"24639","Demontray",2008,0,141,TRUE
"24640","Demontre",2016,0,496,TRUE
"24641","Demontreal",1991,0,5,TRUE
"24642","Demontrell",2008,0,10,TRUE
"24643","Demontrey",2001,0,25,TRUE
"24644","Demontrez",2011,0,79,TRUE
"24645","Demorea",2000,0,12,TRUE
"24646","Demorian",2011,0,26,TRUE
"24647","Demorio",1990,0,71,TRUE
"24648","Demorion",2006,0,26,TRUE
"24649","Demoris",1981,0,5,TRUE
"24650","Demorrio",1988,0,21,TRUE
"24651","Demorris",2015,0,364,TRUE
"24652","Demos",1927,0,5,TRUE
"24653","Demosthenes",2007,0,63,TRUE
"24654","Demple",1942,35,0,FALSE
"24655","Dempsey",2016,283,3747,TRUE
"24656","Dempsie",1919,0,7,TRUE
"24657","Dempsy",1945,0,119,TRUE
"24658","Demri",2016,53,0,FALSE
"24659","Demtrius",1993,0,60,TRUE
"24660","Demus",1913,0,5,TRUE
"24661","Demy",2016,25,0,FALSE
"24662","Demya",2016,666,0,FALSE
"24663","Demyah",2016,97,0,FALSE
"24664","Demyan",2014,0,56,TRUE
"24665","Demyia",2015,44,0,FALSE
"24666","Demyiah",2016,39,0,FALSE
"24667","Demyla",2016,7,0,FALSE
"24668","Demyra",2012,23,0,FALSE
"24669","Den",1958,0,17,TRUE
"24670","Dena",1989,0,56,TRUE
"24671","Dena",2016,32168,0,FALSE
"24672","Denae",2016,2490,0,FALSE
"24673","Denaeja",2003,11,0,FALSE
"24674","Denah",2010,58,0,FALSE
"24675","Denahi",2016,0,38,TRUE
"24676","Denai",2010,128,0,FALSE
"24677","Denaija",2007,21,0,FALSE
"24678","Denaijah",2009,20,0,FALSE
"24679","Denaisha",2010,67,0,FALSE
"24680","Denaiya",2010,5,0,FALSE
"24681","Denaja",2011,147,0,FALSE
"24682","Denajah",2012,121,0,FALSE
"24683","Denajia",2005,10,0,FALSE
"24684","Denali",2016,1081,421,FALSE
"24685","Denalia",2001,5,0,FALSE
"24686","Denaly",2016,81,0,FALSE
"24687","Denamarie",1984,10,0,FALSE
"24688","Denard",2016,0,694,TRUE
"24689","Denardo",2004,0,17,TRUE
"24690","Denari",2010,5,0,FALSE
"24691","Denari",2016,0,37,TRUE
"24692","Denaria",2008,26,0,FALSE
"24693","Denario",2014,0,95,TRUE
"24694","Denarious",1992,0,6,TRUE
"24695","Denarius",2016,0,330,TRUE
"24696","Denaro",2015,0,7,TRUE
"24697","Denarrius",1997,0,5,TRUE
"24698","Denasha",2003,40,0,FALSE
"24699","Denashia",2006,50,0,FALSE
"24700","Denasia",2016,669,0,FALSE
"24701","Denautica",1997,5,0,FALSE
"24702","Denay",2011,510,0,FALSE
"24703","Denaya",2016,287,0,FALSE
"24704","Denayah",2010,26,0,FALSE
"24705","Denaye",2005,43,0,FALSE
"24706","Denaysha",2005,37,0,FALSE
"24707","Denaysia",2011,51,0,FALSE
"24708","Denazia",2011,15,0,FALSE
"24709","Denby",1943,0,20,TRUE
"24710","Dencie",1915,6,0,FALSE
"24711","Dencil",1977,0,274,TRUE
"24712","Dendrick",1993,0,10,TRUE
"24713","Dene",1993,0,223,TRUE
"24714","Dene",2000,572,0,FALSE
"24715","Denea",2009,376,0,FALSE
"24716","Denean",1997,484,0,FALSE
"24717","Deneane",1982,104,0,FALSE
"24718","Denease",1967,42,0,FALSE
"24719","Denece",1972,180,0,FALSE
"24720","Denecia",2007,202,0,FALSE
"24721","Deneco",1992,0,5,TRUE
"24722","Denedra",1986,37,0,FALSE
"24723","Denee",2010,912,0,FALSE
"24724","Deneem",1964,5,0,FALSE
"24725","Deneen",1964,0,7,TRUE
"24726","Deneen",2007,3602,0,FALSE
"24727","Deneena",1964,7,0,FALSE
"24728","Deneene",1970,74,0,FALSE
"24729","Deneesha",1993,5,0,FALSE
"24730","Deneice",1987,290,0,FALSE
"24731","Deneil",1978,15,0,FALSE
"24732","Deneise",1977,278,0,FALSE
"24733","Deneisha",2008,411,0,FALSE
"24734","Deneishia",1986,5,0,FALSE
"24735","Deneka",1997,183,0,FALSE
"24736","Denekia",1990,10,0,FALSE
"24737","Denel",1967,10,0,FALSE
"24738","Denelda",1970,111,0,FALSE
"24739","Denell",1995,419,0,FALSE
"24740","Denell",2007,0,58,TRUE
"24741","Denelle",1987,0,6,TRUE
"24742","Denelle",2010,633,0,FALSE
"24743","Denena",1973,5,0,FALSE
"24744","Denene",1985,350,0,FALSE
"24745","Denequa",1995,21,0,FALSE
"24746","Denerick",1990,0,10,TRUE
"24747","Denerio",1992,0,7,TRUE
"24748","Denero",2014,0,10,TRUE
"24749","Denes",1970,0,5,TRUE
"24750","Denesa",1970,26,0,FALSE
"24751","Denese",2006,1588,0,FALSE
"24752","Denesha",2008,906,0,FALSE
"24753","Deneshia",2009,347,0,FALSE
"24754","Denesia",1998,71,0,FALSE
"24755","Denessa",2011,151,0,FALSE
"24756","Deneta",1972,13,0,FALSE
"24757","Denetia",1972,5,0,FALSE
"24758","Denetra",2007,470,0,FALSE
"24759","Denetria",2007,266,0,FALSE
"24760","Denetrice",1980,22,0,FALSE
"24761","Denetris",1977,5,0,FALSE
"24762","Denetrius",1977,10,0,FALSE
"24763","Denett",1961,13,0,FALSE
"24764","Denetta",1993,195,0,FALSE
"24765","Denette",1992,692,0,FALSE
"24766","Deneva",1968,5,0,FALSE
"24767","Deney",1982,0,7,TRUE
"24768","Denford",1961,0,20,TRUE
"24769","Deng",2016,0,249,TRUE
"24770","Denham",2014,0,57,TRUE
"24771","Deni",2013,609,0,FALSE
"24772","Deni",2015,0,143,TRUE
"24773","Denia",2016,1148,0,FALSE
"24774","Deniah",2015,65,0,FALSE
"24775","Denica",2007,194,0,FALSE
"24776","Denice",2016,10614,0,FALSE
"24777","Denicia",2004,257,0,FALSE
"24778","Denicka",1987,5,0,FALSE
"24779","Denico",2008,0,39,TRUE
"24780","Denie",1964,17,0,FALSE
"24781","Deniece",2010,1162,0,FALSE
"24782","Deniecia",1991,5,0,FALSE
"24783","Deniel",2016,0,93,TRUE
"24784","Deniella",2003,5,0,FALSE
"24785","Denielle",2013,980,0,FALSE
"24786","Deniene",1967,12,0,FALSE
"24787","Deniese",1993,353,0,FALSE
"24788","Deniesha",2002,98,0,FALSE
"24789","Denija",2005,31,0,FALSE
"24790","Denijah",2012,73,0,FALSE
"24791","Denika",2016,528,0,FALSE
"24792","Deniko",1996,0,19,TRUE
"24793","Denilah",2014,6,0,FALSE
"24794","Denille",1983,34,0,FALSE
"24795","Denilson",2016,0,588,TRUE
"24796","Denilzon",2004,0,5,TRUE
"24797","Denim",2016,444,1258,TRUE
"24798","Denin",1999,0,5,TRUE
"24799","Denina",1992,116,0,FALSE
"24800","Denine",1994,963,0,FALSE
"24801","Deniqua",1998,137,0,FALSE
"24802","Denique",2001,34,0,FALSE
"24803","Denira",2007,17,0,FALSE
"24804","Deniro",2016,0,230,TRUE
"24805","Denis",2016,813,19817,TRUE
"24806","Denisa",2016,978,0,FALSE
"24807","Denise",2002,0,1363,TRUE
"24808","Denise",2016,371743,0,FALSE
"24809","Denisha",2015,4278,0,FALSE
"24810","Denishea",1990,7,0,FALSE
"24811","Denishia",2001,223,0,FALSE
"24812","Denisia",2011,184,0,FALSE
"24813","Denison",2011,0,59,TRUE
"24814","Deniss",2007,0,5,TRUE
"24815","Deniss",2015,82,0,FALSE
"24816","Denissa",2005,72,0,FALSE
"24817","Denisse",2016,6111,0,FALSE
"24818","Denita",2004,2744,0,FALSE
"24819","Denitra",2005,476,0,FALSE
"24820","Denitta",1966,5,0,FALSE
"24821","Deniya",2016,357,0,FALSE
"24822","Deniyah",2016,364,0,FALSE
"24823","Deniz",2016,655,807,TRUE
"24824","Denize",2009,21,0,FALSE
