"","name","year","F","M","greatermale"
"77189","Qwendolyn",1982,10,0,FALSE
"77190","Qwentin",2010,0,48,TRUE
"77191","Qwenton",2008,0,10,TRUE
"77192","Qwintin",2005,0,5,TRUE
"77193","Qwinton",2006,0,21,TRUE
"77194","Qwynn",2013,27,0,FALSE
"77195","Qynn",2013,5,0,FALSE
"77196","Ra",2010,20,0,FALSE
"77197","Ra",2016,0,80,TRUE
"77198","Raad",2016,0,101,TRUE
"77199","Raaed",2013,0,5,TRUE
"77200","Raafay",2005,0,7,TRUE
"77201","Raaga",2016,66,0,FALSE
"77202","Raaghav",2016,0,47,TRUE
"77203","Raahi",2015,0,5,TRUE
"77204","Raahi",2016,57,0,FALSE
"77205","Raahil",2011,0,53,TRUE
"77206","Raahim",2016,0,66,TRUE
"77207","Raahul",1999,0,5,TRUE
"77208","Raaid",2014,0,5,TRUE
"77209","Raaina",2013,12,0,FALSE
"77210","Raam",2016,0,34,TRUE
"77211","Raamond",1958,0,6,TRUE
"77212","Raana",1992,5,0,FALSE
"77213","Raanan",2015,0,21,TRUE
"77214","Raashan",1976,0,5,TRUE
"77215","Raashi",2011,8,0,FALSE
"77216","Raashid",1996,0,10,TRUE
"77217","Raashida",1985,27,0,FALSE
"77218","Raavi",2016,13,0,FALSE
"77219","Raaya",2016,22,0,FALSE
"77220","Raayan",2015,0,20,TRUE
"77221","Raaziq",1996,0,5,TRUE
"77222","Rabab",2016,110,0,FALSE
"77223","Rabecca",2016,868,0,FALSE
"77224","Rabecka",2000,67,0,FALSE
"77225","Rabeka",2001,35,0,FALSE
"77226","Rabekah",2010,50,0,FALSE
"77227","Rabekka",2000,5,0,FALSE
"77228","Rabert",1930,0,5,TRUE
"77229","Rabi",1993,0,12,TRUE
"77230","Rabia",2016,741,0,FALSE
"77231","Rabiah",2003,81,0,FALSE
"77232","Rabih",2007,0,30,TRUE
"77233","Rabihah",1978,5,0,FALSE
"77234","Rabiya",2016,26,0,FALSE
"77235","Rabon",1988,0,286,TRUE
"77236","Rabun",1953,0,23,TRUE
"77237","Raburn",1947,0,49,TRUE
"77238","Raby",1924,0,16,TRUE
"77239","Race",2016,0,1314,TRUE
"77240","Racel",1986,10,0,FALSE
"77241","Racelyn",2012,5,0,FALSE
"77242","Racen",2016,0,11,TRUE
"77243","Racer",2016,0,91,TRUE
"77244","Racey",2003,5,0,FALSE
"77245","Rachad",2003,0,38,TRUE
"77246","Rachae",1992,18,0,FALSE
"77247","Rachael",2004,0,181,TRUE
"77248","Rachael",2016,81859,0,FALSE
"77249","Rachal",2008,1323,0,FALSE
"77250","Rachale",1994,33,0,FALSE
"77251","Rachana",2015,265,0,FALSE
"77252","Rachard",2013,0,103,TRUE
"77253","Rache",1996,74,0,FALSE
"77254","Racheal",2016,10453,0,FALSE
"77255","Rachel",2014,0,1786,TRUE
"77256","Rachel",2016,561331,0,FALSE
"77257","Rachelann",2004,146,0,FALSE
"77258","Rachelanne",2002,85,0,FALSE
"77259","Rachele",2010,3311,0,FALSE
"77260","Rachell",2016,3748,0,FALSE
"77261","Rachella",1993,91,0,FALSE
"77262","Rachelle",1986,0,37,TRUE
"77263","Rachelle",2016,33464,0,FALSE
"77264","Rachelleann",1988,5,0,FALSE
"77265","Rachelleanne",1991,5,0,FALSE
"77266","Rachelmarie",2000,23,0,FALSE
"77267","Rachely",2004,5,0,FALSE
"77268","Rachid",2016,0,58,TRUE
"77269","Rachiel",1992,44,0,FALSE
"77270","Rachit",2016,0,100,TRUE
"77271","Rachita",2002,5,0,FALSE
"77272","Rachmiel",1999,0,5,TRUE
"77273","Rachna",2011,213,0,FALSE
"77274","Rachon",1982,5,0,FALSE
"77275","Rachyl",2008,191,0,FALSE
"77276","Racie",2010,11,0,FALSE
"77277","Raciel",2012,0,71,TRUE
"77278","Racin",2015,0,10,TRUE
"77279","Racine",2005,595,5,FALSE
"77280","Racio",1987,6,0,FALSE
"77281","Rackel",1985,5,0,FALSE
"77282","Rackwon",1996,0,15,TRUE
"77283","Racqual",1983,5,0,FALSE
"77284","Racquel",1989,0,5,TRUE
"77285","Racquel",2016,4693,0,FALSE
"77286","Racquell",1991,35,0,FALSE
"77287","Racquelle",2009,114,0,FALSE
"77288","Racy",1977,6,0,FALSE
"77289","Racyn",2015,0,17,TRUE
"77290","Rad",2016,0,122,TRUE
"77291","Rada",2016,426,0,FALSE
"77292","Radame",1987,0,5,TRUE
"77293","Radamel",2013,0,5,TRUE
"77294","Radames",2015,0,805,TRUE
"77295","Radarius",2007,0,22,TRUE
"77296","Radcliffe",1990,0,22,TRUE
"77297","Rade",1975,0,19,TRUE
"77298","Radee",1982,0,5,TRUE
"77299","Radeen",2016,0,16,TRUE
"77300","Radek",2016,0,133,TRUE
"77301","Radell",1956,5,0,FALSE
"77302","Radell",1989,0,6,TRUE
"77303","Raden",2016,0,126,TRUE
"77304","Radene",1962,32,0,FALSE
"77305","Rader",2009,0,32,TRUE
"77306","Radford",2016,0,1156,TRUE
"77307","Radha",2016,725,0,FALSE
"77308","Radhames",1997,0,49,TRUE
"77309","Radhika",2016,973,0,FALSE
"77310","Radi",2004,0,6,TRUE
"77311","Radia",2014,22,0,FALSE
"77312","Radiah",1979,108,0,FALSE
"77313","Radiance",2016,226,0,FALSE
"77314","Radie",1920,0,6,TRUE
"77315","Radie",1956,161,0,FALSE
"77316","Radin",2016,0,55,TRUE
"77317","Radine",1970,21,0,FALSE
"77318","Radiya",2016,24,0,FALSE
"77319","Radlee",2016,5,27,TRUE
"77320","Radley",2016,49,928,TRUE
"77321","Radly",2014,0,6,TRUE
"77322","Radoika",1976,5,0,FALSE
"77323","Radonna",1988,335,0,FALSE
"77324","Radoslav",1976,0,5,TRUE
"77325","Radric",2011,0,10,TRUE
"77326","Radu",2007,0,25,TRUE
"77327","Radwa",2011,20,0,FALSE
"77328","Radwan",2016,0,87,TRUE
"77329","Radyn",2011,0,11,TRUE
"77330","Rae",2016,21637,894,FALSE
"77331","Raea",2016,67,0,FALSE
"77332","Raeah",2014,27,0,FALSE
"77333","Raeana",2015,228,0,FALSE
"77334","Raeanah",2007,5,0,FALSE
"77335","Raeann",2016,3735,0,FALSE
"77336","Raeanna",2016,1602,0,FALSE
"77337","Raeanne",2016,1724,0,FALSE
"77338","Raeburn",1938,0,42,TRUE
"77339","Raechal",2000,86,0,FALSE
"77340","Raechel",2015,2268,0,FALSE
"77341","Raechell",1999,67,0,FALSE
"77342","Raechelle",2006,589,0,FALSE
"77343","Raed",2016,0,337,TRUE
"77344","Raedawn",1993,21,0,FALSE
"77345","Raedean",1972,58,0,FALSE
"77346","Raeden",2016,74,142,TRUE
"77347","Raedene",1964,28,0,FALSE
"77348","Raedon",2011,0,5,TRUE
"77349","Raedyn",2016,172,91,FALSE
"77350","Raeed",2008,0,10,TRUE
"77351","Raees",2016,0,17,TRUE
"77352","Raeesah",2012,28,0,FALSE
"77353","Raef",2016,0,296,TRUE
"77354","Raeford",1983,0,613,TRUE
"77355","Raegan",2016,16035,165,FALSE
"77356","Raegann",2016,42,0,FALSE
"77357","Raegen",2016,728,5,FALSE
"77358","Raegene",2002,22,0,FALSE
"77359","Raeghan",2016,345,0,FALSE
"77360","Raegin",2016,30,0,FALSE
"77361","Raegina",1968,6,0,FALSE
"77362","Raegine",1994,6,0,FALSE
"77363","Raegyn",2016,247,0,FALSE
"77364","Raehanna",2006,7,0,FALSE
"77365","Raeisha",1995,19,0,FALSE
"77366","Raejean",2002,371,0,FALSE
"77367","Raejon",2012,0,58,TRUE
"77368","Raekwan",2000,0,68,TRUE
"77369","Raekwon",1996,6,0,FALSE
"77370","Raekwon",2016,0,2139,TRUE
"77371","Rael",2016,155,166,TRUE
"77372","Raela",2016,151,0,FALSE
"77373","Raelah",2013,5,0,FALSE
"77374","Raelan",2013,0,5,TRUE
"77375","Raelan",2016,79,0,FALSE
"77376","Raelani",2016,10,0,FALSE
"77377","Raelea",2014,61,0,FALSE
"77378","Raeleah",2016,8,0,FALSE
"77379","Raelean",2014,5,0,FALSE
"77380","Raelee",2016,1213,0,FALSE
"77381","Raeleen",2016,517,0,FALSE
"77382","Raelei",2016,25,0,FALSE
"77383","Raeleigh",2016,1372,0,FALSE
"77384","Raelen",2016,32,0,FALSE
"77385","Raelena",2015,37,0,FALSE
"77386","Raelene",2016,2356,0,FALSE
"77387","Raeley",2016,212,0,FALSE
"77388","Raeli",2016,82,0,FALSE
"77389","Raelie",2016,80,0,FALSE
"77390","Raeliegh",2013,5,0,FALSE
"77391","Raelin",2016,590,0,FALSE
"77392","Raelina",2001,10,0,FALSE
"77393","Raelinn",2016,37,0,FALSE
"77394","Raelle",2016,212,0,FALSE
"77395","Raellen",1949,5,0,FALSE
"77396","Raely",2014,46,0,FALSE
"77397","Raelyn",2014,0,20,TRUE
"77398","Raelyn",2016,8225,0,FALSE
"77399","Raelyne",2016,44,0,FALSE
"77400","Raelynn",2015,0,13,TRUE
"77401","Raelynn",2016,11786,0,FALSE
"77402","Raelynne",2016,412,0,FALSE
"77403","Raemarie",1969,5,0,FALSE
"77404","Raemi",2015,12,0,FALSE
"77405","Raemon",2010,0,31,TRUE
"77406","Raemona",1986,5,0,FALSE
"77407","Raemond",2000,0,26,TRUE
"77408","Raen",2002,6,0,FALSE
"77409","Raena",2016,1313,0,FALSE
"77410","Raenada",1980,5,0,FALSE
"77411","Raenae",1959,5,0,FALSE
"77412","Raenah",2016,63,0,FALSE
"77413","Raene",2001,5,0,FALSE
"77414","Raenee",1978,15,0,FALSE
"77415","Raeneisha",1995,8,0,FALSE
"77416","Raenell",1997,257,0,FALSE
"77417","Raenelle",2000,37,0,FALSE
"77418","Raenesha",1998,20,0,FALSE
"77419","Raenette",1982,76,0,FALSE
"77420","Raengel",2007,22,0,FALSE
"77421","Raenisha",1994,20,0,FALSE
"77422","Raeniyah",2011,5,0,FALSE
"77423","Raenna",2004,6,0,FALSE
"77424","Raeola",1928,5,0,FALSE
"77425","Raeona",2003,5,0,FALSE
"77426","Raeonna",2016,118,0,FALSE
"77427","Raequan",2015,0,484,TRUE
"77428","Raequawn",1996,0,6,TRUE
"77429","Raequel",1986,5,0,FALSE
"77430","Raequon",2001,0,67,TRUE
"77431","Raeqwan",1997,0,14,TRUE
"77432","Raeqwon",2001,0,74,TRUE
"77433","Raesean",2010,0,78,TRUE
"77434","Raesha",1998,78,0,FALSE
"77435","Raeshaun",2013,0,147,TRUE
"77436","Raeshawn",2000,124,0,FALSE
"77437","Raeshawn",2015,0,305,TRUE
"77438","Raeshell",1994,42,0,FALSE
"77439","Raeshelle",1996,15,0,FALSE
"77440","Raeshon",2002,0,48,TRUE
"77441","Raetta",1972,98,0,FALSE
"77442","Raevan",2015,31,0,FALSE
"77443","Raeven",2016,724,0,FALSE
"77444","Raevin",2013,128,0,FALSE
"77445","Raevon",1994,11,0,FALSE
"77446","Raevon",2010,0,101,TRUE
"77447","Raevyn",2016,544,0,FALSE
"77448","Raevynn",2014,15,0,FALSE
"77449","Raewyn",2013,16,0,FALSE
"77450","Raey",2016,0,5,TRUE
"77451","Raeya",2016,272,0,FALSE
"77452","Raeyah",2016,12,0,FALSE
"77453","Raeyana",2007,5,0,FALSE
"77454","Raeyanna",2001,5,0,FALSE
"77455","Raeyonna",2009,13,0,FALSE
"77456","Rafa",2012,34,0,FALSE
"77457","Rafa",2015,0,24,TRUE
"77458","Rafael",2009,569,0,FALSE
"77459","Rafael",2016,0,76034,TRUE
"77460","Rafaela",2016,3089,0,FALSE
"77461","Rafaelita",1953,72,0,FALSE
"77462","Rafaella",2016,458,0,FALSE
"77463","Rafaila",1928,5,0,FALSE
"77464","Rafal",2009,0,194,TRUE
"77465","Rafan",2015,0,89,TRUE
"77466","Rafat",2016,0,40,TRUE
"77467","Rafay",2016,0,194,TRUE
"77468","Rafe",2016,0,1971,TRUE
"77469","Rafeal",2016,0,911,TRUE
"77470","Rafee",1992,0,5,TRUE
"77471","Rafeef",2016,65,0,FALSE
"77472","Rafeek",1994,0,5,TRUE
"77473","Rafeeq",2005,0,33,TRUE
"77474","Rafel",2013,0,125,TRUE
"77475","Rafela",1929,11,0,FALSE
"77476","Rafelita",1947,44,0,FALSE
"77477","Rafer",1982,0,34,TRUE
"77478","Raffael",2016,0,57,TRUE
"77479","Raffaela",2009,745,0,FALSE
"77480","Raffaele",2016,0,950,TRUE
"77481","Raffaella",2016,341,0,FALSE
"77482","Raffeal",1989,0,15,TRUE
"77483","Rafferty",2016,0,164,TRUE
"77484","Raffi",2016,0,714,TRUE
"77485","Raffie",1924,23,0,FALSE
"77486","Raffie",1956,0,5,TRUE
"77487","Raffiel",1988,0,5,TRUE
"77488","Raffinee",1989,38,0,FALSE
"77489","Raffy",2004,0,5,TRUE
"77490","Rafhael",1976,0,5,TRUE
"77491","Rafi",2016,0,483,TRUE
"77492","Rafia",2015,100,0,FALSE
"77493","Rafid",2010,0,55,TRUE
"77494","Rafiel",2016,0,86,TRUE
"77495","Rafif",2016,12,0,FALSE
"77496","Rafik",2012,0,53,TRUE
"77497","Rafiq",2016,0,350,TRUE
"77498","Raford",1982,0,169,TRUE
"77499","Rafuel",2015,0,14,TRUE
"77500","Ragad",2012,24,0,FALSE
"77501","Ragan",2014,0,376,TRUE
"77502","Ragan",2016,1769,0,FALSE
"77503","Ragav",2007,0,5,TRUE
"77504","Rage",2016,0,80,TRUE
"77505","Ragen",1998,0,15,TRUE
"77506","Ragen",2016,549,0,FALSE
"77507","Ragena",1978,66,0,FALSE
"77508","Ragene",1984,0,9,TRUE
"77509","Ragene",1998,45,0,FALSE
"77510","Ragenia",1954,5,0,FALSE
"77511","Raghad",2016,218,0,FALSE
"77512","Raghav",2016,0,923,TRUE
"77513","Raghavi",2009,5,0,FALSE
"77514","Raghib",1991,0,20,TRUE
"77515","Ragin",2002,6,0,FALSE
"77516","Ragina",2000,370,0,FALSE
"77517","Ragine",1997,57,0,FALSE
"77518","Ragini",2009,21,0,FALSE
"77519","Ragna",1927,201,0,FALSE
"77520","Ragnar",2016,0,143,TRUE
"77521","Ragnhild",1931,60,0,FALSE
"77522","Raguel",1996,313,0,FALSE
"77523","Raha",2016,138,0,FALSE
"77524","Rahab",2016,23,0,FALSE
"77525","Rahaf",2016,404,0,FALSE
"77526","Rahama",2015,11,0,FALSE
"77527","Rahaman",1976,0,11,TRUE
"77528","Rahanna",2010,10,0,FALSE
"77529","Rahasia",1999,5,0,FALSE
"77530","Rahat",1999,5,0,FALSE
"77531","Rahat",2013,0,46,TRUE
"77532","Rahcel",1995,128,0,FALSE
"77533","Raheam",1992,0,16,TRUE
"77534","Raheel",2016,15,233,TRUE
"77535","Raheem",1982,6,0,FALSE
"77536","Raheem",2016,0,7069,TRUE
"77537","Raheema",2016,26,0,FALSE
"77538","Raheemah",2013,6,0,FALSE
"77539","Raheen",2014,0,400,TRUE
"77540","Raheim",2016,0,782,TRUE
"77541","Rahel",2016,415,0,FALSE
"77542","Rahela",2012,6,0,FALSE
"77543","Rahem",2004,0,33,TRUE
"77544","Rahf",2016,16,0,FALSE
"77545","Rahi",2013,0,20,TRUE
"77546","Rahi",2016,98,0,FALSE
"77547","Rahib",1999,0,6,TRUE
"77548","Rahiem",2016,0,576,TRUE
"77549","Rahil",2016,17,428,TRUE
"77550","Rahila",1987,8,0,FALSE
"77551","Rahim",2016,0,1493,TRUE
"77552","Rahima",2016,118,0,FALSE
"77553","Rahini",2015,22,0,FALSE
"77554","Rahja",1996,6,0,FALSE
"77555","Rahja",2000,0,7,TRUE
"77556","Rahjae",2001,5,0,FALSE
"77557","Rahjon",2011,0,24,TRUE
"77558","Rahkeem",2016,0,256,TRUE
"77559","Rahkia",1989,5,0,FALSE
"77560","Rahkim",2013,0,85,TRUE
"77561","Rahm",2016,0,69,TRUE
"77562","Rahma",2016,848,0,FALSE
"77563","Rahmaan",2005,0,43,TRUE
"77564","Rahmad",1994,0,6,TRUE
"77565","Rahmah",2016,102,0,FALSE
"77566","Rahman",2016,0,1087,TRUE
"77567","Rahmat",2016,7,0,FALSE
"77568","Rahmeek",2014,0,28,TRUE
"77569","Rahmeir",2008,0,17,TRUE
"77570","Rahmel",2016,0,635,TRUE
"77571","Rahmell",1985,0,7,TRUE
"77572","Rahmere",2014,0,44,TRUE
"77573","Rahmi",1995,0,5,TRUE
"77574","Rahmin",1983,0,5,TRUE
"77575","Rahmir",2016,0,383,TRUE
"77576","Rahmo",2005,6,0,FALSE
"77577","Rahmon",2011,0,63,TRUE
"77578","Rahmya",2013,15,0,FALSE
"77579","Rahn",2007,0,348,TRUE
"77580","Rahna",2011,5,0,FALSE
"77581","Rahnasia",1993,5,0,FALSE
"77582","Rahneisha",1998,9,0,FALSE
"77583","Rahni",2016,23,0,FALSE
"77584","Rahniya",2016,56,0,FALSE
"77585","Rahniyah",2011,17,0,FALSE
"77586","Rahquan",2003,0,11,TRUE
"77587","Rahsaan",1976,6,0,FALSE
"77588","Rahsaan",2016,0,1533,TRUE
"77589","Rahsan",2004,0,56,TRUE
"77590","Rahsaun",2009,0,10,TRUE
"77591","Rahsean",2002,0,27,TRUE
"77592","Rahshad",2006,0,18,TRUE
"77593","Rahshan",1977,0,11,TRUE
"77594","Rahshawn",2009,0,90,TRUE
"77595","Rahsheed",2006,0,12,TRUE
"77596","Rahsheen",1993,0,16,TRUE
"77597","Rahshida",1977,5,0,FALSE
"77598","Rahshon",2002,0,18,TRUE
"77599","Rahson",1978,0,11,TRUE
"77600","Rahul",2016,0,3250,TRUE
"77601","Rahwa",1993,29,0,FALSE
"77602","Rahyl",2016,0,6,TRUE
"77603","Rahzel",2003,0,40,TRUE
"77604","Rai",2015,81,0,FALSE
"77605","Rai",2016,0,183,TRUE
"77606","Raia",2016,203,0,FALSE
"77607","Raiah",2014,46,0,FALSE
"77608","Raian",2011,0,5,TRUE
"77609","Raiana",2013,93,0,FALSE
"77610","Raianna",2015,116,0,FALSE
"77611","Raianne",2001,20,0,FALSE
"77612","Raice",2004,0,7,TRUE
"77613","Raichel",2006,46,0,FALSE
"77614","Raichelle",1993,12,0,FALSE
"77615","Raid",2013,0,16,TRUE
"77616","Raida",2015,12,0,FALSE
"77617","Raidan",2016,0,37,TRUE
"77618","Raidel",2015,0,17,TRUE
"77619","Raiden",2016,201,5592,TRUE
"77620","Raider",2016,0,301,TRUE
"77621","Raidon",2016,0,134,TRUE
"77622","Raidyn",2016,45,275,TRUE
"77623","Raielle",2015,19,0,FALSE
"77624","Raiesha",1991,6,0,FALSE
"77625","Raif",2016,0,250,TRUE
"77626","Raifa",2015,7,0,FALSE
"77627","Raifah",2013,6,0,FALSE
"77628","Raife",2016,0,64,TRUE
"77629","Raiford",1992,0,594,TRUE
"77630","Raigan",2016,765,0,FALSE
"77631","Raigen",2016,277,0,FALSE
"77632","Raighan",2016,40,0,FALSE
"77633","Raighlyn",2015,5,0,FALSE
"77634","Raigyn",2011,15,0,FALSE
"77635","Raihaan",2007,0,5,TRUE
"77636","Raihaanah",2001,5,0,FALSE
"77637","Raihan",2016,0,181,TRUE
"77638","Raihana",2016,61,0,FALSE
"77639","Raihanna",2009,13,0,FALSE
"77640","Raija",2001,16,0,FALSE
"77641","Raijon",2013,0,64,TRUE
"77642","Raika",2014,5,0,FALSE
"77643","Railee",2016,222,0,FALSE
"77644","Raileen",2010,5,0,FALSE
"77645","Raileigh",2016,160,0,FALSE
"77646","Railey",2011,0,48,TRUE
"77647","Railey",2016,605,0,FALSE
"77648","Raily",2009,5,0,FALSE
"77649","Raily",2013,0,7,TRUE
"77650","Railyn",2016,536,0,FALSE
"77651","Railynn",2016,440,0,FALSE
"77652","Railynne",2014,5,0,FALSE
"77653","Raima",2016,158,0,FALSE
"77654","Raime",2005,52,0,FALSE
"77655","Raimee",2015,54,0,FALSE
"77656","Raimey",2016,28,0,FALSE
"77657","Raimi",2015,56,0,FALSE
"77658","Raimon",2003,0,27,TRUE
"77659","Raimond",2000,0,27,TRUE
"77660","Raimondo",1980,0,12,TRUE
"77661","Raimund",1965,0,7,TRUE
"77662","Raimundo",2009,0,278,TRUE
"77663","Rain",2016,2209,598,FALSE
"77664","Raina",2016,9629,0,FALSE
"77665","Rainah",2016,281,0,FALSE
"77666","Rainan",2016,0,10,TRUE
"77667","Rainbow",2016,425,0,FALSE
"77668","Raine",2016,1968,409,FALSE
"77669","Rainee",2016,550,0,FALSE
"77670","Rainell",1951,38,0,FALSE
"77671","Rainelle",2014,148,0,FALSE
"77672","Rainen",2014,0,76,TRUE
"77673","Rainer",2010,10,0,FALSE
"77674","Rainer",2016,0,850,TRUE
"77675","Raines",2010,0,13,TRUE
"77676","Rainey",2014,0,438,TRUE
"77677","Rainey",2016,1530,0,FALSE
"77678","Raini",1999,0,53,TRUE
"77679","Raini",2016,429,0,FALSE
"77680","Rainie",2016,538,0,FALSE
"77681","Rainier",2015,8,0,FALSE
"77682","Rainier",2016,0,571,TRUE
"77683","Rainn",2016,85,61,FALSE
"77684","Rainna",2016,206,0,FALSE
"77685","Rainne",2015,11,0,FALSE
"77686","Rainy",2016,843,0,FALSE
"77687","Raionna",2011,60,0,FALSE
"77688","Raiqa",2008,5,0,FALSE
"77689","Raiquan",2002,0,89,TRUE
"77690","Rais",2009,0,5,TRUE
"77691","Raisa",2016,1093,0,FALSE
"77692","Raisah",2002,6,0,FALSE
"77693","Raisean",2003,0,6,TRUE
"77694","Raisha",2008,142,0,FALSE
"77695","Raishaun",2009,0,22,TRUE
"77696","Raishawn",2009,0,45,TRUE
"77697","Raissa",2016,495,0,FALSE
"77698","Raistlin",2016,0,355,TRUE
"77699","Raith",2010,0,39,TRUE
"77700","Raiven",2016,380,0,FALSE
"77701","Raivyn",2016,122,0,FALSE
"77702","Raiya",2016,269,0,FALSE
"77703","Raiyah",2016,45,0,FALSE
"77704","Raiyan",2016,0,238,TRUE
"77705","Raiyana",2003,5,0,FALSE
"77706","Raiyn",2016,28,0,FALSE
"77707","Raiyna",2008,6,0,FALSE
"77708","Raiyne",2016,27,0,FALSE
"77709","Raiza",2016,323,0,FALSE
"77710","Raizel",2016,1195,0,FALSE
"77711","Raizo",2016,0,42,TRUE
"77712","Raizy",2016,1695,0,FALSE
"77713","Raj",2016,0,1934,TRUE
"77714","Raja",2015,332,0,FALSE
"77715","Raja",2016,0,708,TRUE
"77716","Rajaa",2009,17,0,FALSE
"77717","Rajab",2010,0,7,TRUE
"77718","Rajae",2007,22,0,FALSE
"77719","Rajae",2010,0,42,TRUE
"77720","Rajaee",1980,0,15,TRUE
"77721","Rajah",2016,161,328,TRUE
"77722","Rajahn",2004,0,29,TRUE
"77723","Rajai",2008,0,35,TRUE
"77724","Rajan",2016,0,948,TRUE
"77725","Rajana",2010,6,0,FALSE
"77726","Rajanae",2013,154,0,FALSE
"77727","Rajane",1995,9,0,FALSE
"77728","Rajanee",2001,68,0,FALSE
"77729","Rajani",1985,5,0,FALSE
"77730","Rajat",2007,0,108,TRUE
"77731","Rajaun",2011,0,17,TRUE
"77732","Rajbir",2007,0,30,TRUE
"77733","Rajdeep",2006,11,0,FALSE
"77734","Rajdeep",2011,0,41,TRUE
"77735","Rajean",1997,63,0,FALSE
"77736","Rajeana",1989,16,0,FALSE
"77737","Rajeen",1994,7,0,FALSE
"77738","Rajeeni",1980,17,0,FALSE
"77739","Rajeev",2013,0,503,TRUE
"77740","Rajeeyah",1992,10,0,FALSE
"77741","Rajen",1989,0,5,TRUE
"77742","Rajendra",2001,0,76,TRUE
"77743","Rajene",1998,22,0,FALSE
"77744","Rajesh",2013,0,683,TRUE
"77745","Raji",2016,0,117,TRUE
"77746","Rajinder",1991,0,23,TRUE
"77747","Rajit",2006,0,14,TRUE
"77748","Rajiv",2015,0,806,TRUE
"77749","Rajko",2009,0,15,TRUE
"77750","Rajkumar",1991,0,5,TRUE
"77751","Rajneesh",1986,0,6,TRUE
"77752","Rajni",1990,17,0,FALSE
"77753","Rajohn",2011,0,85,TRUE
"77754","Rajon",2016,0,711,TRUE
"77755","Raju",1972,0,6,TRUE
"77756","Rajuan",2001,0,20,TRUE
"77757","Rajveer",2016,0,328,TRUE
"77758","Rajvi",2016,45,0,FALSE
"77759","Rajvir",2016,0,135,TRUE
"77760","Rakai",2006,0,5,TRUE
"77761","Rakan",2016,0,452,TRUE
"77762","Rakari",2015,0,5,TRUE
"77763","Rakaya",2006,16,0,FALSE
"77764","Rakayla",2015,240,0,FALSE
"77765","Rakeb",2016,98,0,FALSE
"77766","Rakee",1991,0,5,TRUE
"77767","Rakeem",2016,0,1871,TRUE
"77768","Rakeen",2011,0,84,TRUE
"77769","Rakeia",1994,12,0,FALSE
"77770","Rakeim",2001,0,29,TRUE
"77771","Rakeisha",2000,185,0,FALSE
"77772","Rakel",2016,290,0,FALSE
"77773","Rakell",2013,49,0,FALSE
"77774","Rakelle",2011,21,0,FALSE
"77775","Rakem",2016,0,26,TRUE
"77776","Rakeria",2008,6,0,FALSE
"77777","Rakesh",2013,0,440,TRUE
"77778","Rakesha",1994,123,0,FALSE
"77779","Rakeshia",1993,53,0,FALSE
"77780","Rakeya",2007,65,0,FALSE
"77781","Rakhee",1983,22,0,FALSE
"77782","Rakhi",2015,54,5,FALSE
"77783","Rakhia",2010,37,0,FALSE
"77784","Rakia",2012,504,0,FALSE
"77785","Rakiah",2013,59,0,FALSE
"77786","Rakib",2003,0,6,TRUE
"77787","Rakiem",1996,0,25,TRUE
"77788","Rakiesha",1992,5,0,FALSE
"77789","Rakim",2016,0,1134,TRUE
"77790","Rakin",2012,0,112,TRUE
"77791","Raking",2016,0,7,TRUE
"77792","Rakira",2009,35,0,FALSE
"77793","Rakisha",1994,173,0,FALSE
"77794","Rakita",1996,42,0,FALSE
"77795","Rakiya",2016,399,0,FALSE
"77796","Rakiyah",2016,384,0,FALSE
"77797","Raksha",2016,101,0,FALSE
"77798","Rakshan",2016,0,34,TRUE
"77799","Rakshana",2015,6,0,FALSE
"77800","Rakshitha",2013,5,0,FALSE
"77801","Raksmey",1986,5,0,FALSE
"77802","Rakwan",1998,0,13,TRUE
"77803","Rakwon",2007,0,90,TRUE
"77804","Rakya",2015,36,0,FALSE
"77805","Rakyah",2011,48,0,FALSE
"77806","Rakye",2014,0,10,TRUE
"77807","Rakyia",2007,22,0,FALSE
"77808","Rakyla",2013,15,0,FALSE
"77809","Ral",1963,0,6,TRUE
"77810","Ralana",1980,6,0,FALSE
"77811","Raland",1960,0,10,TRUE
"77812","Ralanda",1990,20,0,FALSE
"77813","Ralayah",2016,6,0,FALSE
"77814","Ralee",2012,18,0,FALSE
"77815","Raleen",1956,5,0,FALSE
"77816","Raleigh",2016,1854,8598,TRUE
"77817","Ralen",2015,0,26,TRUE
"77818","Ralena",1984,17,0,FALSE
"77819","Ralene",2001,252,0,FALSE
"77820","Raley",2016,323,0,FALSE
"77821","Ralf",2015,0,298,TRUE
"77822","Raliegh",1975,0,264,TRUE
"77823","Raliek",1996,0,12,TRUE
"77824","Ralik",2004,0,42,TRUE
"77825","Ralinda",1971,35,0,FALSE
"77826","Ralique",1998,0,6,TRUE
"77827","Ralisha",1990,21,0,FALSE
"77828","Raliyah",2016,75,0,FALSE
"77829","Rallie",1917,0,5,TRUE
"77830","Ralls",1925,0,5,TRUE
"77831","Rally",2015,5,0,FALSE
"77832","Rally",2016,0,67,TRUE
"77833","Ralna",1978,24,0,FALSE
"77834","Ralon",2006,0,5,TRUE
"77835","Ralonda",1995,145,0,FALSE
"77836","Ralph",1990,1839,0,FALSE
"77837","Ralph",2016,0,412227,TRUE
"77838","Ralpha",1945,11,0,FALSE
"77839","Ralphael",2015,0,404,TRUE
"77840","Ralphe",1926,0,5,TRUE
"77841","Ralpheal",2016,0,241,TRUE
